name,sex,age,height,weight,team,year,season,sport,event,medal,country
Jens Filbrich,M,22.0,177.0,70.0,Germany,2002.0,Winter,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Bronze,Germany
Jens Filbrich,M,26.0,177.0,70.0,Germany,2006.0,Winter,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver,Germany
Jonelle Filigno,F,21.0,169.0,58.0,Canada,2012.0,Summer,Football,Football Women's Football,Bronze,Canada
Sergey Yuryevich Filimonov,M,29.0,178.0,76.5,Kazakhstan,2004.0,Summer,Weightlifting,Weightlifting Men's Middleweight,Silver,Kazakhstan
Roseline Filion,F,25.0,152.0,52.0,Canada,2012.0,Summer,Diving,Diving Women's Synchronized Platform,Bronze,Canada
Roseline Filion,F,29.0,152.0,52.0,Canada,2016.0,Summer,Diving,Diving Women's Synchronized Platform,Bronze,Canada
Filip Filipovi,M,21.0,196.0,101.0,Serbia,2008.0,Summer,Water Polo,Water Polo Men's Water Polo,Bronze,Serbia
Filip Filipovi,M,25.0,196.0,101.0,Serbia,2012.0,Summer,Water Polo,Water Polo Men's Water Polo,Bronze,Serbia
Filip Filipovi,M,29.0,196.0,101.0,Serbia,2016.0,Summer,Water Polo,Water Polo Men's Water Polo,Gold,Serbia
Alessia Filippi,F,21.0,186.0,63.0,Italy,2008.0,Summer,Swimming,Swimming Women's 800 metres Freestyle,Silver,Italy
Valtteri Filppula,M,25.0,183.0,88.0,Finland,2010.0,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,Finland
Jennie Lynn Finch (-Daigle),F,23.0,185.0,77.0,United States,2004.0,Summer,Softball,Softball Women's Softball,Gold,United States
Jennie Lynn Finch (-Daigle),F,27.0,185.0,77.0,United States,2008.0,Summer,Softball,Softball Women's Softball,Silver,United States
Gavin Fingleson,M,28.0,177.0,87.0,Australia,2004.0,Summer,Baseball,Baseball Men's Baseball,Silver,Australia
Yoel Segundo Finol Rivas,M,19.0,168.0,52.0,Venezuela,2016.0,Summer,Boxing,Boxing Men's Flyweight,Bronze,Venezuela
Deni Fiorentini,M,28.0,191.0,86.0,Italy,2012.0,Summer,Water Polo,Water Polo Men's Water Polo,Silver,Italy
Tatyana Pavlovna Firova,F,21.0,174.0,59.0,Russia,2004.0,Summer,Athletics,Athletics Women's 4 x 400 metres Relay,Silver,Russia
Tatyana Pavlovna Firova,F,25.0,174.0,59.0,Russia,2008.0,Summer,Athletics,Athletics Women's 4 x 400 metres Relay,Silver,Russia
Tatyana Pavlovna Firova,F,29.0,174.0,59.0,Russia,2012.0,Summer,Athletics,Athletics Women's 4 x 400 metres Relay,Silver,Russia
Andrea Fischbacher,F,24.0,164.0,58.0,Austria,2010.0,Winter,Alpine Skiing,Alpine Skiing Women's Super G,Gold,Austria
Aria Fischer,F,17.0,183.0,78.0,United States,2016.0,Summer,Water Polo,Water Polo Women's Water Polo,Gold,United States
Fanny Fischer,F,21.0,175.0,63.0,Germany,2008.0,Summer,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Gold,Germany
Heike Fischer,F,25.0,172.0,62.0,Germany,2008.0,Summer,Diving,Diving Women's Synchronized Springboard,Bronze,Germany
Makenzie Fischer,F,19.0,186.0,74.0,United States,2016.0,Summer,Water Polo,Water Polo Women's Water Polo,Gold,United States
Marcel Fischer,M,25.0,190.0,78.0,Switzerland,2004.0,Summer,Fencing,"Fencing Men's epee, Individual",Gold,Switzerland
sa Nilla Maria Fischer,F,32.0,176.0,68.0,Sweden,2016.0,Summer,Football,Football Women's Football,Silver,Sweden
Sven Fischer,M,30.0,186.0,82.0,Germany,2002.0,Winter,Biathlon,Biathlon Men's 10 kilometres Sprint,Silver,Germany
Sven Fischer,M,30.0,186.0,82.0,Germany,2002.0,Winter,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver,Germany
Sven Fischer,M,34.0,186.0,82.0,Germany,2006.0,Winter,Biathlon,Biathlon Men's 10 kilometres Sprint,Gold,Germany
Sven Fischer,M,34.0,186.0,82.0,Germany,2006.0,Winter,Biathlon,Biathlon Men's 12.5 kilometres Pursuit,Bronze,Germany
Sven Fischer,M,34.0,186.0,82.0,Germany,2006.0,Winter,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold,Germany
Birgit Fischer-Schmidt,F,42.0,172.0,69.0,Germany,2004.0,Summer,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Silver,Germany
Birgit Fischer-Schmidt,F,42.0,172.0,69.0,Germany,2004.0,Summer,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Gold,Germany
Mardy Simpson Fish,M,22.0,187.0,81.0,United States,2004.0,Summer,Tennis,Tennis Men's Singles,Silver,United States
Theresa Matauaina Fitzpatrick,F,21.0,168.0,75.0,New Zealand,2016.0,Summer,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Silver,New Zealand
Casey J. FitzRandolph,M,27.0,180.0,79.0,United States,2002.0,Winter,Speed Skating,Speed Skating Men's 500 metres,Gold,United States
Nils Olav Fjeldheim,M,27.0,178.0,80.0,Norway,2004.0,Summer,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Bronze,Norway
Shalane Flanagan (-Edwards),F,27.0,166.0,47.0,United States,2008.0,Summer,Athletics,"Athletics Women's 10,000 metres",Silver,United States
Ann Kristin Aafedt Flatland,F,31.0,173.0,62.0,Norway,2014.0,Winter,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Bronze,Norway
Jessie Alexandra Fleming,F,18.0,164.0,55.0,Canada,2016.0,Summer,Football,Football Women's Football,Bronze,Canada
Valerie S. Fleming,F,29.0,173.0,77.0,United States-1,2006.0,Winter,Bobsleigh,Bobsleigh Women's Two,Silver,United States
Laura lodie Flessel-Colovic,F,32.0,171.0,55.0,France,2004.0,Summer,Fencing,"Fencing Women's epee, Individual",Silver,France
Laura lodie Flessel-Colovic,F,32.0,171.0,55.0,France,2004.0,Summer,Fencing,"Fencing Women's epee, Team",Bronze,France
"Gabrielle Rose ""Rosey"" Fletcher",F,30.0,175.0,68.0,United States,2006.0,Winter,Snowboarding,Snowboarding Women's Parallel Giant Slalom,Bronze,United States
"Theoren Wallace ""Theo"" Fleury",M,33.0,168.0,82.0,Canada,2002.0,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold,Canada
"Deborah Kirsty ""Debbie"" Flood",F,24.0,177.0,76.0,Great Britain,2004.0,Summer,Rowing,Rowing Women's Quadruple Sculls,Silver,Great Britain
"Deborah Kirsty ""Debbie"" Flood",F,28.0,177.0,76.0,Great Britain,2008.0,Summer,Rowing,Rowing Women's Quadruple Sculls,Silver,Great Britain
Rzvan Ionu Florea,M,23.0,186.0,72.0,Romania,2004.0,Summer,Swimming,Swimming Men's 200 metres Backstroke,Bronze,Romania
Rodica Maria Florea-erban,F,21.0,183.0,73.0,Romania,2004.0,Summer,Rowing,Rowing Women's Coxed Eights,Gold,Romania
Rodica Maria Florea-erban,F,25.0,183.0,73.0,Romania,2008.0,Summer,Rowing,Rowing Women's Coxed Eights,Bronze,Romania
David Florence,M,25.0,188.0,76.0,Great Britain,2008.0,Summer,Canoeing,"Canoeing Men's Canadian Singles, Slalom",Silver,Great Britain
David Florence,M,29.0,188.0,76.0,Great Britain-2,2012.0,Summer,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Silver,Great Britain
David Florence,M,33.0,188.0,76.0,Great Britain,2016.0,Summer,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Silver,Great Britain
Guillaume Florent,M,34.0,189.0,95.0,France,2008.0,Summer,Sailing,Sailing Mixed One Person Dinghy,Bronze,France
Esquiva Falco Florentino,M,22.0,171.0,75.0,Brazil,2012.0,Summer,Boxing,Boxing Men's Middleweight,Silver,Brazil
Andr Florschtz,M,29.0,183.0,83.0,Germany-1,2006.0,Winter,Luge,Luge Mixed (Men)'s Doubles,Silver,Germany
Thomas Florschtz,M,31.0,184.0,95.0,Germany-2,2010.0,Winter,Bobsleigh,Bobsleigh Men's Two,Silver,Germany
Tairia Flowers,F,23.0,170.0,73.0,United States,2004.0,Summer,Softball,Softball Women's Softball,Gold,United States
Tairia Flowers,F,27.0,170.0,73.0,United States,2008.0,Summer,Softball,Softball Women's Softball,Silver,United States
Vonetta Lashaw Flowers (Jeffery-),F,28.0,167.0,70.0,United States-2,2002.0,Winter,Bobsleigh,Bobsleigh Women's Two,Gold,United States
James Christian Foad,M,25.0,185.0,90.0,Great Britain,2012.0,Summer,Rowing,Rowing Men's Coxed Eights,Bronze,Great Britain
Rajmund Fodor,M,28.0,190.0,94.0,Hungary,2004.0,Summer,Water Polo,Water Polo Men's Water Polo,Gold,Hungary
Zoltn Fodor,M,23.0,180.0,84.0,Hungary,2008.0,Summer,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Silver,Hungary
Paul Jeffrey Foerster,M,40.0,172.0,68.0,United States,2004.0,Summer,Sailing,Sailing Men's Two Person Dinghy,Gold,United States
"Hlia ""Fofo"" Rogrio de Souza Pinto",F,38.0,173.0,63.0,Brazil,2008.0,Summer,Volleyball,Volleyball Women's Volleyball,Gold,Brazil
Lyndsie Fogarty,F,24.0,174.0,70.0,Australia,2008.0,Summer,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Bronze,Australia
"Christopher ""Chris"" Fogt",M,30.0,183.0,93.0,United States-1,2014.0,Winter,Bobsleigh,Bobsleigh Men's Four,Bronze,United States
Anton Viktorovich Fokin,M,25.0,169.0,57.0,Uzbekistan,2008.0,Summer,Gymnastics,Gymnastics Men's Parallel Bars,Bronze,Uzbekistan
Arianna Fernanda Follis,F,28.0,162.0,55.0,Italy,2006.0,Winter,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Bronze,Italy
Casper Michael von Folsach,M,23.0,191.0,82.0,Denmark,2016.0,Summer,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze,Denmark
Andrea Fondelli,M,22.0,190.0,96.0,Italy,2016.0,Summer,Water Polo,Water Polo Men's Water Polo,Bronze,Italy
Arianna Fontana,F,15.0,164.0,63.0,Italy,2006.0,Winter,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",Bronze,Italy
Arianna Fontana,F,19.0,164.0,63.0,Italy,2010.0,Winter,Short Track Speed Skating,Short Track Speed Skating Women's 500 metres,Bronze,Italy
Arianna Fontana,F,23.0,164.0,63.0,Italy,2014.0,Winter,Short Track Speed Skating,Short Track Speed Skating Women's 500 metres,Silver,Italy
Arianna Fontana,F,23.0,164.0,63.0,Italy,2014.0,Winter,Short Track Speed Skating,"Short Track Speed Skating Women's 1,500 metres",Bronze,Italy
Arianna Fontana,F,23.0,164.0,63.0,Italy,2014.0,Winter,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",Bronze,Italy
Marco Aurelio Fontana,M,27.0,172.0,68.0,Italy,2012.0,Summer,Cycling,"Cycling Men's Mountainbike, Cross-Country",Bronze,Italy
Nouchka Fontijn,F,28.0,180.0,75.0,Netherlands,2016.0,Summer,Boxing,Boxing Women's Middleweight,Silver,Netherlands
Adam David Vernon Foote,M,30.0,188.0,97.0,Canada,2002.0,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold,Canada
Shashalee Forbes,F,20.0,160.0,55.0,Jamaica,2016.0,Summer,Athletics,Athletics Women's 4 x 100 metres Relay,Silver,Jamaica
Rosalba Forciniti,F,26.0,159.0,52.0,Italy,2012.0,Summer,Judo,Judo Women's Half-Lightweight,Bronze,Italy
Russell Ford,M,28.0,181.0,77.0,Australia,2012.0,Summer,Hockey,Hockey Men's Hockey,Bronze,Australia
"Miraildes ""Formiga"" Maciel Mota",F,26.0,162.0,53.0,Brazil,2004.0,Summer,Football,Football Women's Football,Silver,Brazil
"Miraildes ""Formiga"" Maciel Mota",F,30.0,162.0,53.0,Brazil,2008.0,Summer,Football,Football Women's Football,Silver,Brazil
Peter Mattias Forsberg,M,32.0,185.0,93.0,Sweden,2006.0,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold,Sweden
Robert Frstemann,M,26.0,174.0,90.0,Germany,2012.0,Summer,Cycling,Cycling Men's Team Sprint,Bronze,Germany
Sarah Forster,F,20.0,169.0,55.0,Switzerland,2014.0,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze,Switzerland
Karsten Forsterling,M,32.0,191.0,88.0,Australia,2012.0,Summer,Rowing,Rowing Men's Quadruple Sculls,Bronze,Australia
Karsten Forsterling,M,36.0,191.0,88.0,Australia,2016.0,Summer,Rowing,Rowing Men's Quadruple Sculls,Silver,Australia
Laura Michele Fortino,F,23.0,164.0,62.0,Canada,2014.0,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold,Canada
Julie Maurine Foudy,F,33.0,165.0,59.0,United States,2004.0,Summer,Football,Football Women's Football,Gold,United States
"Benjamin John ""Ben"" Fouhy",M,25.0,183.0,87.0,New Zealand,2004.0,Summer,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Silver,New Zealand
Hyleas Christine Fountain,F,27.0,170.0,64.0,United States,2008.0,Summer,Athletics,Athletics Women's Heptathlon,Silver,United States
Martin Fourcade,M,21.0,183.0,73.0,France,2010.0,Winter,Biathlon,Biathlon Men's 15 kilometres Mass Start,Silver,France
Martin Fourcade,M,25.0,183.0,73.0,France,2014.0,Winter,Biathlon,Biathlon Men's 12.5 kilometres Pursuit,Gold,France
Martin Fourcade,M,25.0,183.0,73.0,France,2014.0,Winter,Biathlon,Biathlon Men's 15 kilometres Mass Start,Silver,France
Martin Fourcade,M,25.0,183.0,73.0,France,2014.0,Winter,Biathlon,Biathlon Men's 20 kilometres,Gold,France
William Dexter Fowler,M,22.0,198.0,79.0,United States,2008.0,Summer,Baseball,Baseball Men's Baseball,Bronze,United States
Sylvia Shaqueria Fowles,F,22.0,198.0,90.0,United States,2008.0,Summer,Basketball,Basketball Women's Basketball,Gold,United States
Sylvia Shaqueria Fowles,F,26.0,198.0,90.0,United States,2012.0,Summer,Basketball,Basketball Women's Basketball,Gold,United States
Sylvia Shaqueria Fowles,F,30.0,198.0,90.0,United States,2016.0,Summer,Basketball,Basketball Women's Basketball,Gold,United States
"Jessica Esther ""Jess"" Fox",F,18.0,166.0,60.0,Australia,2012.0,Summer,Canoeing,"Canoeing Women's Kayak Singles, Slalom",Silver,Australia
"Jessica Esther ""Jess"" Fox",F,22.0,166.0,60.0,Australia,2016.0,Summer,Canoeing,"Canoeing Women's Kayak Singles, Slalom",Bronze,Australia
William Speed Lane Fox-Pitt,M,35.0,196.0,80.0,Great Britain,2004.0,Summer,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver,Great Britain
William Speed Lane Fox-Pitt,M,39.0,196.0,80.0,Great Britain,2008.0,Summer,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze,Great Britain
William Speed Lane Fox-Pitt,M,43.0,196.0,80.0,Great Britain,2012.0,Summer,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver,Great Britain
Marit Malm Frafjord,F,22.0,182.0,78.0,Norway,2008.0,Summer,Handball,Handball Women's Handball,Gold,Norway
Marit Malm Frafjord,F,26.0,182.0,78.0,Norway,2012.0,Summer,Handball,Handball Women's Handball,Gold,Norway
Marit Malm Frafjord,F,30.0,182.0,78.0,Norway,2016.0,Summer,Handball,Handball Women's Handball,Bronze,Norway
Nicola Franceschina,M,24.0,172.0,71.0,Italy,2002.0,Winter,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Silver,Italy
"Zsuzsanna ""Susan"" Francia",F,25.0,188.0,80.0,United States,2008.0,Summer,Rowing,Rowing Women's Coxed Eights,Gold,United States
"Zsuzsanna ""Susan"" Francia",F,29.0,188.0,80.0,United States,2012.0,Summer,Rowing,Rowing Women's Coxed Eights,Gold,United States
Francielle Manoel Alberto,F,18.0,161.0,61.0,Brazil,2008.0,Summer,Football,Football Women's Football,Silver,Brazil
Javon Francis,M,21.0,183.0,68.0,Jamaica,2016.0,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,Silver,Jamaica
Phyllis Chanez Francis,F,24.0,180.0,72.0,United States,2016.0,Summer,Athletics,Athletics Women's 4 x 400 metres Relay,Gold,United States
Scott Frandsen,M,28.0,188.0,86.0,Canada,2008.0,Summer,Rowing,Rowing Men's Coxless Pairs,Silver,Canada
Michele Frangilli,M,36.0,181.0,110.0,Italy,2012.0,Summer,Archery,Archery Men's Team,Gold,Italy
Jacqueline Frank (-DeLuca),F,24.0,180.0,72.0,United States,2004.0,Summer,Water Polo,Water Polo Women's Water Polo,Bronze,United States
Tanja Chiara Frank,F,23.0,167.0,57.0,Austria,2016.0,Summer,Sailing,Sailing Mixed Multihull,Bronze,Austria
"Melissa Jeanette ""Missy"" Franklin",F,17.0,188.0,77.0,United States,2012.0,Summer,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze,United States
"Melissa Jeanette ""Missy"" Franklin",F,17.0,188.0,77.0,United States,2012.0,Summer,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold,United States
"Melissa Jeanette ""Missy"" Franklin",F,17.0,188.0,77.0,United States,2012.0,Summer,Swimming,Swimming Women's 100 metres Backstroke,Gold,United States
"Melissa Jeanette ""Missy"" Franklin",F,17.0,188.0,77.0,United States,2012.0,Summer,Swimming,Swimming Women's 200 metres Backstroke,Gold,United States
"Melissa Jeanette ""Missy"" Franklin",F,17.0,188.0,77.0,United States,2012.0,Summer,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold,United States
"Melissa Jeanette ""Missy"" Franklin",F,21.0,188.0,77.0,United States,2016.0,Summer,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold,United States
Anna Jenny Eva Maria Fransson (Magnusson-),F,29.0,169.0,73.0,Sweden,2016.0,Summer,Wrestling,"Wrestling Women's Light-Heavyweight, Freestyle",Bronze,Sweden
Damjan Fras,M,28.0,178.0,60.0,Slovenia,2002.0,Winter,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Bronze,Slovenia
"Suzannah ""Suzie"" Fraser",F,19.0,175.0,63.0,Australia,2008.0,Summer,Water Polo,Water Polo Women's Water Polo,Bronze,Australia
Shelly-Ann Fraser-Pryce,F,21.0,160.0,57.0,Jamaica,2008.0,Summer,Athletics,Athletics Women's 100 metres,Gold,Jamaica
Shelly-Ann Fraser-Pryce,F,25.0,160.0,57.0,Jamaica,2012.0,Summer,Athletics,Athletics Women's 100 metres,Gold,Jamaica
Shelly-Ann Fraser-Pryce,F,25.0,160.0,57.0,Jamaica,2012.0,Summer,Athletics,Athletics Women's 200 metres,Silver,Jamaica
Shelly-Ann Fraser-Pryce,F,25.0,160.0,57.0,Jamaica,2012.0,Summer,Athletics,Athletics Women's 4 x 100 metres Relay,Silver,Jamaica
Shelly-Ann Fraser-Pryce,F,29.0,160.0,57.0,Jamaica,2016.0,Summer,Athletics,Athletics Women's 100 metres,Bronze,Jamaica
Shelly-Ann Fraser-Pryce,F,29.0,160.0,57.0,Jamaica,2016.0,Summer,Athletics,Athletics Women's 4 x 100 metres Relay,Silver,Jamaica
Teresa Frassinetti,F,30.0,178.0,75.0,Italy,2016.0,Summer,Water Polo,Water Polo Women's Water Polo,Silver,Italy
Michael Audley Frater,M,29.0,170.0,67.0,Jamaica,2012.0,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Gold,Jamaica
Angela Frautschi,F,26.0,169.0,73.0,Switzerland,2014.0,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze,Switzerland
Clayton Fredericks,M,40.0,185.0,87.0,Australia,2008.0,Summer,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver,Australia
Lucinda Fredericks (Murray-),F,42.0,180.0,62.0,Australia,2008.0,Summer,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver,Australia
Carl Peder Fredricson,M,32.0,189.0,80.0,Sweden,2004.0,Summer,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver,Sweden
Carl Peder Fredricson,M,44.0,189.0,80.0,Sweden,2016.0,Summer,Equestrianism,"Equestrianism Mixed Jumping, Individual",Silver,Sweden
Johan Fredrik Mathias Fredriksson,M,33.0,182.0,79.0,Sweden,2006.0,Winter,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Bronze,Sweden
Karl Daniel Thobias Fredriksson,M,30.0,183.0,87.0,Sweden,2006.0,Winter,Cross Country Skiing,Cross Country Skiing Men's Sprint,Bronze,Sweden
Karl Daniel Thobias Fredriksson,M,30.0,183.0,87.0,Sweden,2006.0,Winter,Cross Country Skiing,Cross Country Skiing Men's Team Sprint,Gold,Sweden
Duncan Seth Free,M,35.0,200.0,100.0,Australia,2008.0,Summer,Rowing,Rowing Men's Coxless Pairs,Gold,Australia
Amanda Louise Freed,F,24.0,172.0,62.0,United States,2004.0,Summer,Softball,Softball Women's Softball,Gold,United States
Tanya Frei (Zrcher-),F,29.0,166.0,59.0,Switzerland,2002.0,Winter,Curling,Curling Women's Curling,Silver,Switzerland
"Santiago ""Santi"" Freixa Escude",M,25.0,181.0,85.0,Spain,2008.0,Summer,Hockey,Hockey Men's Hockey,Silver,Spain
Eric Frenzel,M,21.0,174.0,57.0,Germany,2010.0,Winter,Nordic Combined,Nordic Combined Men's Team,Bronze,Germany
Eric Frenzel,M,25.0,174.0,57.0,Germany,2014.0,Winter,Nordic Combined,"Nordic Combined Men's Normal Hill / 10 km, Individual",Gold,Germany
Eric Frenzel,M,25.0,174.0,57.0,Germany,2014.0,Winter,Nordic Combined,Nordic Combined Men's Team,Silver,Germany
Severin Freund,M,25.0,185.0,67.0,Germany,2014.0,Winter,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Gold,Germany
Gal Fridman,M,28.0,183.0,68.0,Israel,2004.0,Summer,Sailing,Sailing Men's Windsurfer,Gold,Israel
Vitaly Valeryevich Fridzon,M,26.0,196.0,82.0,Russia,2012.0,Summer,Basketball,Basketball Men's Basketball,Bronze,Russia
Tanja Frieden,F,30.0,173.0,65.0,Switzerland,2006.0,Winter,Snowboarding,Snowboarding Women's Boardercross,Gold,Switzerland
"Anna Christine ""Anni"" Friesinger-Postma",F,25.0,169.0,64.0,Germany,2002.0,Winter,Speed Skating,"Speed Skating Women's 1,500 metres",Gold,Germany
"Anna Christine ""Anni"" Friesinger-Postma",F,29.0,169.0,64.0,Germany,2006.0,Winter,Speed Skating,"Speed Skating Women's 1,000 metres",Bronze,Germany
"Anna Christine ""Anni"" Friesinger-Postma",F,29.0,169.0,64.0,Germany,2006.0,Winter,Speed Skating,Speed Skating Women's Team Pursuit (6 laps),Gold,Germany
"Anna Christine ""Anni"" Friesinger-Postma",F,33.0,169.0,64.0,Germany,2010.0,Winter,Speed Skating,Speed Skating Women's Team Pursuit (6 laps),Gold,Germany
Lotte Friis,F,20.0,184.0,74.0,Denmark,2008.0,Summer,Swimming,Swimming Women's 800 metres Freestyle,Bronze,Denmark
Henning Fritz,M,29.0,189.0,89.0,Germany,2004.0,Summer,Handball,Handball Men's Handball,Silver,Germany
Jan Frodeno,M,26.0,194.0,75.0,Germany,2008.0,Summer,Triathlon,Triathlon Men's Olympic Distance,Gold,Germany
Helena Fromm,F,24.0,175.0,67.0,Germany,2012.0,Summer,Taekwondo,Taekwondo Women's Welterweight,Bronze,Germany
"Christopher Clive ""Chris"" Froome",M,27.0,185.0,69.0,Great Britain,2012.0,Summer,Cycling,Cycling Men's Individual Time Trial,Bronze,Great Britain
"Christopher Clive ""Chris"" Froome",M,31.0,185.0,69.0,Great Britain,2016.0,Summer,Cycling,Cycling Men's Individual Time Trial,Bronze,Great Britain
Katrine Fruelund,F,26.0,174.0,72.0,Denmark,2004.0,Summer,Handball,Handball Women's Handball,Gold,Denmark
Lyndsey Fry,F,21.0,173.0,77.0,United States,2014.0,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver,United States
Ryan Fry,M,35.0,175.0,80.0,Canada,2014.0,Winter,Curling,Curling Men's Curling,Gold,Canada
Fu Baorong,F,30.0,166.0,57.0,China,2008.0,Summer,Hockey,Hockey Women's Hockey,Silver,China
Fu Haifeng,M,24.0,181.0,78.0,China-1,2008.0,Summer,Badminton,Badminton Men's Doubles,Silver,China
Fu Haifeng,M,28.0,181.0,78.0,China-1,2012.0,Summer,Badminton,Badminton Men's Doubles,Gold,China
